Category;Subcategory;Technologies name;Technologies param;c_inv;c_maint;gwp_constr;lifetime;c_p;fmin_perc;fmax_perc;f_min;f_max;Comment
Heat;Heat high temperature;Boiler oil (industry);IND_BOILER_OIL;65.83;1.415862909;12.32;17;0.9443;0;1;0;0;
Heat;Heat high temperature;Boiler coal (industry);IND_BOILER_COAL;138.22;2.764303774;28.87;17;0.8946;0;1;0;0;
Heat;Heat high temperature;Boiler waste (industry);IND_BOILER_WASTE;138.22;2.764303774;28.87;17;0.8946;0;1;0;0;
Heat;Heat high temperature;Electrical resistors (industry);IND_DIRECT_ELEC;387.73;1.758903768;1.47;15;0.9443;0;1;0;0;
Heat;Heat low temperature centralised;Heat pump (DHN);DHN_HP_ELEC;344.7607454;11.9955052;174.79;25;0.95;0;1;0;0;
Heat;Heat low temperature centralised;Cogeneration gas (DHN);DHN_COGEN_GAS;1254.490121;37.53160408;490.88;25;0.85;0;1;0;0;
Heat;Heat low temperature centralised;Cogeneration wood (DHN);DHN_COGEN_WOOD;1080.794082;40.49068265;165.33;25;0.85;0;1;0;0;
Heat;Heat low temperature centralised;Cogeneration waste (DHN);DHN_COGEN_WASTE;2927.867778;111.3212848;647.82;25;0.85;0;1;0;0;
Heat;Heat low temperature centralised;Boiler gas (DHN);DHN_BOILER_GAS;58.89128196;1.179885757;12.32;17;0.95;0;1;0;0;
Heat;Heat low temperature centralised;Boiler wood (DHN);DHN_BOILER_WOOD;115.1793239;2.303586478;28.87;17;0.9;0;1;0;0;
Heat;Heat low temperature centralised;Boiler oil (DHN);DHN_BOILER_OIL;54.85532353;1.179885757;12.32;17;0.95;0;1;0;0;
Heat;Heat low temperature centralised;Geothermal (DHN);DHN_DEEP_GEO;1500;57.04;808.76;30;0.85;0;1;0;0;
Heat;Heat low temperature centralised;Solar thermal (DHN);DHN_SOLAR;362;0.433;221.22;30;1;0;1;0;0;
Heat;Heat low temperature decentralised;Electrical heat pump (decentralised);DEC_HP_ELEC;564.78;23.54819613;164.89;18;1;0;1;0;0;
Heat;Heat low temperature decentralised;Thermal heat pump gas (decentralised);DEC_THHP_GAS;362.35;10.59040315;381.93;20;1;0;1;0;0;
Heat;Heat low temperature decentralised;Cogeneration gas (decentralised);DEC_COGEN_GAS;1528.1;98.22449611;1024.32;20;1;0;1;0;0;
Heat;Heat low temperature decentralised;Cogeneration oil (decentralised);DEC_COGEN_OIL;1416.89;86.93215515;1024.32;20;1;0;1;0;0;
Heat;Heat low temperature decentralised;Advanced cogeneration (Fuel cell) gas (decentralised);DEC_ADVCOGEN_GAS;9185.33;171.1804817;2193.45;20;1;0;1;0;0;
Heat;Heat low temperature decentralised;Advanced cogeneration (Fuel cell) gas (decentralised);DEC_ADVCOGEN_H2;9185.33;171.1804817;2193.45;20;1;0;1;0;0;
Heat;Heat low temperature decentralised;Bioler gas (decentralised);DEC_BOILER_GAS;190.24;5.708399663;21.09;17;1;0;1;0;0;
Heat;Heat low temperature decentralised;Boiler wood (decentralised);DEC_BOILER_WOOD;554.93;19.41754846;21.09;17;1;0;1;0;0;
Heat;Heat low temperature decentralised;Boiler oil (decentralised);DEC_BOILER_OIL;170.86;10.24815058;21.09;17;1;0;1;0;0;
Heat;Heat low temperature decentralised;Solar thermal (decentralised);DEC_SOLAR;757.56;8.405281393;221.22;25;1;0;1;0;0;
Heat;Heat low temperature decentralised;Direct electrical heaters (decentralised);DEC_DIRECT_ELEC;43.61;0.190627801;1.47;15;1;0;1;0;0;
Cold;Space cooling;Electrical refrigeration cycle;DEC_ELEC_COLD;528.88;22.1;164.89;20;1;0;1;0;0;
Cold;Space cooling;Thermal refrigeration cycle gas;DEC_THHP_GAS_COLD;339.33;9.9;381.93;20;1;0;1;0;0;
Cold;Process cooling;Industrial electric cooling;IND_ELEC_COLD;664.97;5.4;174.79;20;0.95;0;1;0;0;
Mobility;Passenger public;Tram or metro;TRAMWAY_TROLLEY;625;12.5;0;30;0.342465753;0;1;0;0;
Mobility;Passenger public;Bus diesel;BUS_COACH_DIESEL;611.1111111;30.55555556;0;15;0.296803653;0;1;0;0;
Mobility;Passenger public;Bus diesel hybrid;BUS_COACH_HYDIESEL;822.56;33.33333333;0;15;0.483722222;0;1;0;0;
Mobility;Passenger public;Bus gas;BUS_COACH_CNG_STOICH;611.1111111;30.55555556;0;15;0.296803653;0;1;0;0;
Mobility;Passenger public;Bus fuel cell (H2);BUS_COACH_FC_HYBRIDH2;1114.04;31.25;0;15;0.483722222;0;1;0;0;
Mobility;Passenger public;Train (passenger);TRAIN_PUB;1506.02;54.35274934;0;40;0.275072894;0;1;0;0;
Mobility;Passenger aviation;Plane short_haul;PLANE_SHORT_HAUL;1456.05;39.82;0;35;0.4999;0;1;0;0;
Mobility;Passenger aviation;Plane hydrogen short-haul;PLANE_H2_SHORT_HAUL;1639.69;44.84;0;35;0.4999;0;1;0;0;
Mobility;Passenger aviation;Plane long_haul;PLANE_LONG_HAUL;1343.77;36.75;0;35;0.5374;0;1;0;0;
Mobility;Passenger private;Car gasoline;CAR_GASOLINE;420.29;24;0;10;0.051369863;0;1;0;0;
Mobility;Passenger private;Car diesel;CAR_DIESEL;434.45;24;0;10;0.051369863;0;1;0;0;
Mobility;Passenger private;Car gas;CAR_NG;429.38;24;0;10;0.051369863;0;1;0;0;
Mobility;Passenger private;Car methanol;CAR_METHANOL;420.29;24;0;10;0.051369863;0;1;0;0;
Mobility;Passenger private;Car hybrid (gasoline);CAR_HEV;423.86;34;0;10;0.1343125;0;1;0;0;
Mobility;Passenger private;Car plug-in hybrid;CAR_PHEV;473.46;34;0;10;0.1343125;0;1;0;0;
Mobility;Passenger private;Car electric;CAR_BEV;145.7205716;2.914411432;0;10;0.1343125;0;1;0;0;
Mobility;Passenger private;Car fuel cell (H2);CAR_FUEL_CELL;1062.1;10;0;10;0.1343125;0;1;0;0;
Mobility;Freight;Train (freight);TRAIN_FREIGHT;104.42;2.088311688;0;40;0.342465753;0;1;0;0;
Mobility;Freight;Boat diesel;BOAT_FREIGHT_DIESEL;72.24;3.819444444;0;40;0.114155251;0;1;0;0;
Mobility;Freight;Boat gas;BOAT_FREIGHT_NG;73.13;3.819444444;0;40;0.114155251;0;1;0;0;
Mobility;Freight;Boat methanol;BOAT_FREIGHT_METHANOL;76.38888889;3.819444444;0;40;0.114155251;0;1;0;0;
Mobility;International shipping;Container shipping diesel;CARGO_LFO;18.6763;1.8563;0;40;0.739666854;0;1;0;0;
Mobility;International shipping;Container shipping LNG;CARGO_LNG;21.6645;2.1533;0;40;0.739666854;0;1;0;0;
Mobility;International shipping;Container shipping fuelcell;CARGO_METHANOL;20.7307;2.0605;0;40;0.739666854;0;1;0;0;
Mobility;International shipping;Container shipping fuelcell;CARGO_AMMONIA;21.6645;2.1533;0;40;0.739666854;0;1;0;0;
Mobility;International shipping;Container shipping fuelcell;CARGO_FUELCELL_LH2;26.9219;2.6758;0;40;0.739666854;0;1;0;0;
Mobility;International shipping;Container shipping fuelcell;CARGO_FUELCELL_AMMONIA;26.9219;2.6758;0;40;0.739666854;0;1;0;0;
Mobility;International shipping;Container shipping fuelcell;CARGO_RETRO_METHANOL;3.1127;2.1464;0;40;0.739666854;0;1;0;0;
Mobility;International shipping;Container shipping fuelcell;CARGO_RETRO_AMMONIA;4.8353;2.3229;0;40;0.739666854;0;1;0;0;
Mobility;Freight;Trucks diesel;TRUCK_DIESEL;371.1111111;18.55555556;0;15;0.092592593;0;1;0;0;
Mobility;Freight;Truck methanol; TRUCK_METHANOL;371.1111111;18.55555556;0;15;0.092592593;0;1;0;0;
Mobility;Freight;Truck fuel cell (hydrogen);TRUCK_FUEL_CELL;430.17;12.06666667;0;15;0.01805556;0;1;0;0;
Mobility;Freight;Truck electric;TRUCK_ELEC;878.38;23.13333333;0;15;0.01805556;0;1;0;0;
Mobility;Freight;Truck gas;TRUCK_NG;355.28;18.55555556;0;15;0.01805556;0;1;0;0;
Infrastructure;Infrastructure;Efficiency mesures in energy system;EFFICIENCY;0;0;0;1;1;0;1;0;0;
Infrastructure;Infrastructure;Distric heating network;DHN;825.8825733;0;0;60;1;0;1;0;0;
Infrastructure;Infrastructure;Electrical grid cost;GRID;810.19;0;0;80;1;0;1;0;0;
Infrastructure;Infrastructure;HVAC line;HVAC_LINE;0;0.04;0;40;1;0;1;0;0;
Infrastructure;Infrastructure;HVDC subsea cable;HVDC_SUBSEA;3.24;0.06;0;40;1;0;1;0;0;
Infrastructure;Infrastructure;Gas pipeline;GAS_PIPELINE;0;0.001;0;55;1;0;1;0;0;
Infrastructure;Infrastructure;Gas subsea pipeline;GAS_SUBSEA;0.208;0.002;0;55;1;0;1;0;0;
Infrastructure;Infrastructure;Hydrogen retrofitted pipeline;H2_RETROFITTED;0.355973417;0.005;0;40;1;0;1;0;0;
Infrastructure;Infrastructure;Hydrogen new pipeline;H2_NEW;0.452;0.005;0;40;1;0;1;0;0;
Infrastructure;Infrastructure;Hydrogen subsea retrofitted pipeline;H2_SUBSEA_RETRO;0.533066683;0.007;0;40;1;0;1;0;0;
Infrastructure;Infrastructure;Hydrogen subsea new pipeline;H2_SUBSEA_NEW;0.726;0.007;0;40;1;0;1;0;0;
Synthetic fuels;Synthetic fuels;Electrolysers;H2_ELECTROLYSIS;2784.81;76.58227848;0;15;0.8946;0;1;0;0;
Synthetic fuels;Synthetic fuels;Steam methane reforming;H2_NG;775.33;71.54781261;0;25;0.85484;0;1;0;0;
Synthetic fuels;Synthetic fuels;Biomass to hydrogen;H2_BIOMASS;4798.23;338.0304591;0;25;0.85484;0;1;0;0;
Synthetic fuels;Synthetic fuels;Lignocellulosic biomass gasification;BIOMASS_TO_METHANE;3082.8512;173.8128468;0;25;0.85;0;1;0;0;
Synthetic fuels;Synthetic fuels;Biowaste gasification;BIOWASTE_TO_METHANE;3082.8512;190.3159472;0;25;0.85;0;1;0;0;
Synthetic fuels;Synthetic fuels;Hydrogen methanation;SYN_METHANATION;349.6;89.32368421;0;40;1;0;1;0;0;
Synthetic fuels;Synthetic fuels;Wet biomass methanation;BIOMETHANATION_WET_BIOMASS;1122.22;15.54545455;0;20;0.8449;0;1;0;0;
Synthetic fuels;Synthetic fuels;Biowaste methanation;BIOMETHANATION_BIOWASTE;1122.22;15.54545455;0;20;0.8449;0;1;0;0;
Synthetic fuels;Synthetic fuels;Lignocellulosic biomass pyrolysis to gasoline (and diesel);BIOMASS_TO_GASOLINE;6046.9153;166.9735;0;25;0.91;0;1;0;0;
Synthetic fuels;Synthetic fuels;Fischer Tropsch Ligno Diesel;BIOMASS_TO_DIESEL;6046.9153;166.9735;0;25;0.91;0;1;0;0;
Synthetic fuels;Synthetic fuels;Fischer Tropsch Ligno Jet fuel;BIOMASS_TO_JET_FUEL;6046.9153;166.9735;0;25;0.91;0;1;0;0;
Synthetic fuels;Synthetic fuels;Lignocellulosic biomass pyrolysis to LFO;BIOMASS_TO_LFO;6046.9153;166.9735;0;25;0.91;0;1;0;0;
Synthetic fuels;Synthetic fuels;Biowaste pyrolysis to gasoline (and diesel);BIOWASTE_TO_GASOLINE;5608.0092;227.08396;0;25;0.91;0;1;0;0;
Synthetic fuels;Synthetic fuels;Fischer Tropsch bio waste Diesel;BIOWASTE_TO_DIESEL;5608.0092;227.08396;0;25;0.91;0;1;0;0;
Synthetic fuels;Synthetic fuels;Fischer Tropsch bio waste Jet fuel;BIOWASTE_TO_JET_FUEL;5608.0092;227.08396;0;25;0.91;0;1;0;0;
Synthetic fuels;Synthetic fuels;Biowaste pyrolysis to LFO;BIOWASTE_TO_LFO;5608.0092;227.08396;0;25;0.91;0;1;0;0;
Synthetic fuels;Synthetic fuels;Diesel to jet fuel;DIESEL_TO_JET_FUEL;0;0;0;25;1;0;1;0;0;
Synthetic fuels;Synthetic fuels;Carbon capture atmospheric;ATM_CCS;5342.73;132.624;0;40;1;0;1;0;0;
Synthetic fuels;Synthetic fuels;Carbon capture from industry;INDUSTRY_CCS;2671.37;66.312;0;40;1;0;1;0;0;
Synthetic fuels;Synthetic fuels;Hydrogen methanolation;SYN_METHANOLATION;1679.651653;47.66486711;0;20;0.95;0;1;0;0;
Synthetic fuels;Synthetic fuels;Methane to methanol;METHANE_TO_METHANOL;958.5822643;41.91520353;0;25;0.85;0;1;0;0;
Synthetic fuels;Synthetic fuels;Biomass methanolation;BIOMASS_TO_METHANOL;4536;69.3;0;20;1;0;1;0;0;
Synthetic fuels;Synthetic fuels;Biowaste methanolation;BIOWASTE_TO_METHANOL;4536;94.248;0;20;1;0;1;0;0;
Synthetic fuels;Synthetic fuels;Haber bosch (H2 to amonia);HABER_BOSCH;847;16.56;0;20;1;0;1;0;0;
Synthetic fuels;Synthetic fuels;Fischer-Tropsch P2L Gasoline;POWER_TO_GASOLINE;3804.508764;288.1851693;0;25;0.91;0;1;0;0;
Synthetic fuels;Synthetic fuels;Fischer-Tropsch P2L Diesel;POWER_TO_DIESEL;3804.508764;288.1851693;0;25;0.91;0;1;0;0;
Synthetic fuels;Synthetic fuels;Fischer-Tropsch P2L Jet fuel;POWER_TO_JET_FUEL;3804.508764;288.1851693;0;25;0.91;0;1;0;0;
Synthetic fuels;Synthetic fuels;Fischer-Tropsch P2L LFO;POWER_TO_LFO;3804.508764;288.1851693;0;25;0.91;0;1;0;0;
Synthetic fuels;Synthetic fuels;Fischer-Tropsch Hydrogen to Gasoline;H2_TO_GASOLINE;2445.720694;149.5353034;0;25;0.91;0;1;0;0;
Synthetic fuels;Synthetic fuels;Fischer-Tropsch Hydrogen to Diesel;H2_TO_DIESEL;2445.720694;149.5353034;0;25;0.91;0;1;0;0;
Synthetic fuels;Synthetic fuels;Fischer-Tropsch Hydrogen to Jet fuel;H2_TO_JET_FUEL;2445.720694;149.5353034;0;25;0.91;0;1;0;0;
Synthetic fuels;Synthetic fuels;Fischer-Tropsch Hydrogen to LFO;H2_TO_LFO;2445.720694;149.5353034;0;25;0.91;0;1;0;0;
Synthetic fuels;Synthetic fuels;Amonia to H2;AMMONIA_TO_H2;681.24;62.8658412;0;25;0.86;0;1;0;0;
Synthetic fuels;Synthetic fuels;Oil to HVC;OIL_TO_HVC;449.55;2.390016639;0;15;1;0;1;0;0;
Synthetic fuels;Synthetic fuels;Gas to HVC;GAS_TO_HVC;907.75;22.69375242;0;25;1;0;1;0;0;
Synthetic fuels;Synthetic fuels;Biomass to HVC;BIOMASS_TO_HVC;3311.7;98.8;0;20;1;0;1;0;0;
Synthetic fuels;Synthetic fuels;Methanol to HVC;METHANOL_TO_HVC;697.2;62.748;0;20;1;0;1;0;0;
Storage;Electricity storage;Batteries;BATT_LI;501.3;0.775025166;61.3;15;1;0;1;0;0;
Storage;Electricity storage;Compressed air energy storage;CAES;38.938;3.1799;0;50;1;0;1;0;0;
Storage;Electricity storage;Batteries of electric cars;BEV_BATT;0;0;0;1;1;0;1;0;0;
Storage;Electricity storage;Batteries of plug-in hybrid cars;PHEV_BATT;0;0;0;1;1;0;1;0;0;
Storage;Electricity storage;Hydro dam storage;DAM_STORAGE;0;0;0;100;1;0;1;0;0;
Storage;Electricity storage;Pumped hydro storage;PHS;58.8;0;8.33;50;1;0;1;0;0;
Storage;Thermal storage;Decentralised direct elec;TS_DEC_DIRECT_ELEC ;18.97181384;0.132802697;0;25;1;0;1;0;0;
Storage;Thermal storage;Decentralised electrical heat pumps;TS_DEC_HP_ELEC ;18.97181384;0.132802697;0;25;1;0;1;0;0;
Storage;Thermal storage;Decentralised thermal heat pumps gas;TS_DEC_THHP_GAS ;18.97181384;0.132802697;0;25;1;0;1;0;0;
Storage;Thermal storage;Decentralised cogeneration gas;TS_DEC_COGEN_GAS ;18.97181384;0.132802697;0;25;1;0;1;0;0;
Storage;Thermal storage;Decentralised cogenration oil;TS_DEC_COGEN_OIL ;18.97181384;0.132802697;0;25;1;0;1;0;0;
Storage;Thermal storage;Decentralised fuel cell cogeneration gas;TS_DEC_ADVCOGEN_GAS ;18.97181384;0.132802697;0;25;1;0;1;0;0;
Storage;Thermal storage;Decentralised fuel cell cogenration H2;TS_DEC_ADVCOGEN_H2 ;18.97181384;0.132802697;0;25;1;0;1;0;0;
Storage;Thermal storage;Decentralised boiler gas;TS_DEC_BOILER_GAS ;18.97181384;0.132802697;0;25;1;0;1;0;0;
Storage;Thermal storage;Decentralised boiler wood;TS_DEC_BOILER_WOOD ;18.97181384;0.132802697;0;25;1;0;1;0;0;
Storage;Thermal storage;Decentralised boiler oil;TS_DEC_BOILER_OIL ;18.97181384;0.132802697;0;25;1;0;1;0;0;
Storage;Thermal storage;Centralised daily;TS_DHN_DAILY;3;0.0086;0;40;1;0;1;0;0;
Storage;Thermal storage;Centralised seasonal;TS_DHN_SEASONAL;0.54;0.003;0;25;1;0;1;0;0;
Storage;Thermal storage;Thermal storage industries;TS_HIGH_TEMP;28.03;0.28;0;25;1;0;1;0;0;
Storage;Other storage;Gas storage;GAS_STORAGE;0.01;0.000397;0;30;1;0;1;0;0;
Storage;Other storage;Hydrogen storage;H2_STORAGE;6.19;0.39;0;20;1;0;1;0;0;
Storage;Other storage;Diesel storage;DIESEL_STORAGE;0.01;0.000397;0;20;1;0;1;0;0;
Storage;Other storage;Jet fuel storage;JET_FUEL_STORAGE;0.01;0.000397;0;20;1;0;1;0;0;
Storage;Other storage;Gasoline storage;GASOLINE_STORAGE;0.01;0.000397;0;20;1;0;1;0;0;
Storage;Other storage;LFO storage;LFO_STORAGE;0.01;0.000397;0;20;1;0;1;0;0;
Storage;Other storage;Ammonia storage;AMMONIA_STORAGE;0.01;0.000397;0;20;1;0;1;0;0;
Storage;Other storage;Methanol storage;METHANOL_STORAGE;0.01;0.000397;0;20;1;0;1;0;0;
Storage;Other storage;Parabolic trough storage;PT_STORAGE;36.9568;0.3695;0;25;1;0;1;0;0;
Storage;Other storage;Solar tower storage;ST_STORAGE;19.099;0.1909;0;25;1;0;1;0;0;
Storage;Thermal storage;Space cooling storage;TS_COLD;25;0.3;0;20;1;0;1;0;0;
Storage;Other storage;CO2 storage;CO2_STORAGE;49.5;0.495;0;30;1;0;1;0;0;
Heat;Cooking;Firewood stove;STOVE_WOOD;53.65514911;1.60965447;75;10;0.1875;0;1;0;0;
Heat;Cooking;LPG stove;STOVE_LPG;52.20521443;1.33859524;75;10;0.1875;0;1;0;0;
Heat;Cooking;NG stove;STOVE_NG;70.48592219;1.80733134;75;10;0.1875;0;1;0;0;
Heat;Cooking;Oil stove;STOVE_OIL;17.37818595;0.52134558;75;10;0.1875;0;1;0;0;
Heat;Cooking;Electric stove;STOVE_ELEC;20.60357726;0.51508943;75;10;0.1875;0;1;0;0;
Mobility;Passenger aviation;Plane;PLANE;1456.05;39.82;0;35;0.4999;0;1;0;0;
Synthetic fuels;Synthetic fuels;Biomass fermentation to bioethanol;FERMENTATION_TO_BIOETHANOL;2554.01;116.0842435;0;25;0.92;0;1;0;0;
Synthetic fuels;Synthetic fuels;Esterification to biodiesel;ESTERIFICATION_TO_BIODIESEL;2554.01;116.0842435;0;25;0.8449;0;1;0;0;
Heat;Heat high temperature;Diesel engine (industry);IND_BOILER_DIESEL;171.6964771;4.29241193;516.55;25;0.9;0;1;0;0;
Heat;Heat high temperature;LPG burner (industry);IND_BOILER_LPG;70.67;1.415862909;12.32;17;0.9443;0;1;0;0;
Storage;Other storage;LPG storage;LPG_STORAGE;0.01;0.000397;0;20;1;0;1;0;0;
Storage;Other storage;LNG storage;LNG_STORAGE;0.01;0.000397;0;20;1;0;1;0;0;
Mobility;Passenger private;CAR_FG_PRIVATE;CAR_FG_PRIVATE;315.1175424;18.90705254;0;10;0.1343125;0;1;0;0;
Mobility;Passenger private;BUS_FG_PRIVATE;BUS_FG_PRIVATE;220.8150238;11.04075119;0;15;0.48372222;0;1;0;0;
Mobility;Passenger private;PICKUP_TRUCK_FG_PRIVATE;PICKUP_TRUCK_FG_PRIVATE;543.3648433;32.6018906;0;10;0.01679167;0;1;0;0;
Mobility;Passenger private;SUV_FG_PRIVATE;SUV_FG_PRIVATE;478.6379968;28.71827981;0;10;0.01927083;0;1;0;0;
Mobility;Passenger private;MOTORCYCLE_FG_PRIVATE;MOTORCYCLE_FG_PRIVATE;43.78260167;2.6269561;0;10;0.01989583;0;1;0;0;
Mobility;Passenger public;CAR_FG_PUBLIC;CAR_FG_PUBLIC;315.1175424;18.90705254;0;10;0.1343125;0;1;0;0;
Mobility;Passenger public;BUS_FG_PUBLIC;BUS_FG_PUBLIC;220.8150238;11.04075119;0;15;0.48372222;0;1;0;0;
Mobility;Passenger public;PICKUP_TRUCK_FG_PUBLIC;PICKUP_TRUCK_FG_PUBLIC;543.3648433;32.6018906;0;10;0.01679167;0;1;0;0;
Mobility;Passenger public;SUV_FG_PUBLIC;SUV_FG_PUBLIC;478.6379968;28.71827981;0;10;0.01927083;0;1;0;0;
Mobility;Passenger public;MOTORCYCLE_FG_PUBLIC;MOTORCYCLE_FG_PUBLIC;43.78260167;2.6269561;0;10;0.01989583;0;1;0;0;
Mobility;Passenger private;CAR_GASOLINE_PRIVATE;CAR_GASOLINE_PRIVATE;301.4908378;18.08945027;0;10;0.1343125;0;1;0;0;
Mobility;Passenger private;BUS_GASOLINE_PRIVATE;BUS_GASOLINE_PRIVATE;209.8512498;10.49256249;0;15;0.48372222;0;1;0;0;
Mobility;Passenger private;PICKUP_TRUCK_GASOLINE_PRIVATE;PICKUP_TRUCK_GASOLINE_PRIVATE;529.7381388;31.78428833;0;10;0.01679167;0;1;0;0;
Mobility;Passenger private;SUV_GASOLINE_PRIVATE;SUV_GASOLINE_PRIVATE;465.0112923;27.90067754;0;10;0.01927083;0;1;0;0;
Mobility;Passenger private;MOTORCYCLE_GASOLINE_PRIVATE;MOTORCYCLE_GASOLINE_PRIVATE;26.61295396;1.59677724;0;10;0.01989583;0;1;0;0;
Mobility;Passenger public;CAR_GASOLINE_PUBLIC;CAR_GASOLINE_PUBLIC;301.4908378;18.08945027;0;10;0.1343125;0;1;0;0;
Mobility;Passenger public;BUS_GASOLINE_PUBLIC;BUS_GASOLINE_PUBLIC;209.8512498;10.49256249;0;15;0.48372222;0;1;0;0;
Mobility;Passenger public;PICKUP_TRUCK_GASOLINE_PUBLIC;PICKUP_TRUCK_GASOLINE_PUBLIC;529.7381388;31.78428833;0;10;0.01679167;0;1;0;0;
Mobility;Passenger public;SUV_GASOLINE_PUBLIC;SUV_GASOLINE_PUBLIC;465.0112923;27.90067754;0;10;0.01927083;0;1;0;0;
Mobility;Passenger public;MOTORCYCLE_GASOLINE_PUBLIC;MOTORCYCLE_GASOLINE_PUBLIC;26.61295396;1.59677724;0;10;0.01989583;0;1;0;0;
Mobility;Passenger private;CAR_DIESEL_PRIVATE;CAR_DIESEL_PRIVATE;301.4908378;18.08945027;0;10;0.1343125;0;1;0;0;
Mobility;Passenger private;BUS_DIESEL_PRIVATE;BUS_DIESEL_PRIVATE;209.8512498;10.49256249;0;15;0.48372222;0;1;0;0;
Mobility;Passenger private;PICKUP_TRUCK_DIESEL_PRIVATE;PICKUP_TRUCK_DIESEL_PRIVATE;529.7381388;31.78428833;0;10;0.01679167;0;1;0;0;
Mobility;Passenger private;SUV_DIESEL_PRIVATE;SUV_DIESEL_PRIVATE;465.0112923;27.90067754;0;10;0.01927083;0;1;0;0;
Mobility;Passenger private;MOTORCYCLE_DIESEL_PRIVATE;MOTORCYCLE_DIESEL_PRIVATE;26.61295396;1.59677724;0;10;0.01989583;0;1;0;0;
